,Year,Disaster Subgroup,Disaster Type,Event Name,ISO,Country,Region,Continent,Latitude,Longitude,Local Time,Total Damages ('000 US$)
4776,1989,Geophysical,Earthquake,,SUN,Soviet Union,Russian Federation,Europe,38.465,68.694,04:02,24800.0
4777,1989,Hydrological,Landslide,,SUN,Soviet Union,Russian Federation,Europe,,,,423000.0
4778,1989,Meteorological,Storm,Sarah,TWN,Taiwan,Eastern Asia,Asia,,,,
4779,1989,Meteorological,Storm,Cecil,VNM,Vietnam,South-Eastern Asia,Asia,,,,21000.0
4780,1989,Climatological,Drought,,TGO,Togo,Western Africa,Africa,,,,
4781,1989,Hydrological,Flood,,SLV,El Salvador,Central America,Americas,,,,
4782,1989,Hydrological,Flood,,SOM,Somalia,Eastern Africa,Africa,,,,
4783,1989,Hydrological,Flood,,SOM,Somalia,Eastern Africa,Africa,,,,
4784,1989,Biological,Epidemic,Cholera,STP,Sao Tome and Principe,Middle Africa,Africa,,,,
4785,1989,Geophysical,Mass movement (dry),,SUN,Soviet Union,Russian Federation,Europe,,,,
4786,1989,Hydrological,Flood,,SUN,Soviet Union,Russian Federation,Europe,,,,640000.0
4787,1989,Hydrological,Landslide,,SUN,Soviet Union,Russian Federation,Europe,,,,
4788,1989,Meteorological,Storm,Gay,THA,Thailand,South-Eastern Asia,Asia,,,,452000.0
4789,1989,Hydrological,Flood,,TZA,Tanzania,Eastern Africa,Africa,,,,
4790,1989,Biological,Epidemic,Meningococcal disease,UGA,Uganda,Eastern Africa,Africa,,,,
4791,1989,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4792,1989,Geophysical,Earthquake,,USA,United States of America,Northern America,Americas,37.036,-121.88,17:04,5600000.0
4793,1989,Geophysical,Earthquake,,USA,United States of America,Northern America,Americas,19.362,-155.083,17:27,
4794,1989,Meteorological,Storm,Hugo,USA,United States of America,Northern America,Americas,,,,7000000.0
4795,1989,Meteorological,Storm,Allison,USA,United States of America,Northern America,Americas,,,,500000.0
4796,1989,Meteorological,Storm,Chantal,USA,United States of America,Northern America,Americas,,,,
4797,1989,Meteorological,Storm, Jerry,USA,United States of America,Northern America,Americas,,,,
4798,1989,Meteorological,Extreme temperature ,,USA,United States of America,Northern America,Americas,,,,
4799,1989,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,380000.0
4800,1989,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4801,1989,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4802,1989,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4803,1989,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4804,1989,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4805,1989,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4806,1989,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4807,1989,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4808,1989,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4809,1989,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4810,1989,Geophysical,Earthquake,,VEN,Venezuela,South America,Americas,11.038,-68.27,08:22,
4811,1989,Biological,Epidemic,Dengue fever,VEN,Venezuela,South America,Americas,,,,
4812,1989,Meteorological,Storm,Hugo,VIR,Virgin Island,Caribbean,Americas,,,,21800.0
4813,1989,Meteorological,Storm,Irving,VNM,Vietnam,South-Eastern Asia,Asia,,,,
4814,1989,Meteorological,Storm,"Brian, Angela, Dan",VNM,Vietnam,South-Eastern Asia,Asia,,,,
4815,1989,Meteorological,Storm,Fili & Gina,WSM,Samoa,Polynesia,Oceania,,,,15500.0
4816,1989,Hydrological,Flood,,YMD,Yemen,Western Asia,Asia,,,,33000.0
4817,1989,Hydrological,Flood,,YMN,Yemen,Western Asia,Asia,,,,
4818,1989,Hydrological,Landslide,,COD,Democratic Republic of Congo,Middle Africa,Africa,,,,
4819,1989,Hydrological,Flood,,ZMB,Zambia,Eastern Africa,Africa,,,,
4820,1990,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,100000.0
4821,1990,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,500000.0
4822,1990,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4823,1990,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4824,1990,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4825,1990,Geophysical,Earthquake,,SDN,Sudan,Northern Africa,Africa,5.041 N,32.109 E,,
4826,1990,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4827,1990,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4828,1990,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4829,1990,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4830,1990,Hydrological,Flood,,USA,United States of America,Northern America,Americas,,,,45000.0
4831,1990,Climatological,Drought,,ZWE,Zimbabwe,Eastern Africa,Africa,,,,50000.0
4832,1990,Climatological,Drought,,SDN,Sudan,Northern Africa,Africa,,,,
4833,1990,Geophysical,Earthquake,,SUN,Soviet Union,Russian Federation,Europe,45.841,26.668,,
4834,1990,Geophysical,Earthquake,,SUN,Soviet Union,Russian Federation,Europe,47.892,85.12,,
4835,1990,Geophysical,Earthquake,,SUN,Soviet Union,Russian Federation,Europe,47.949,84.958,,
4836,1990,Geophysical,Earthquake,,SUN,Soviet Union,Russian Federation,Europe,40.854,73.553,,
4837,1990,Hydrological,Flood,,SUN,Soviet Union,Russian Federation,Europe,,,,118600.0
4838,1990,Hydrological,Flood,,SUN,Soviet Union,Russian Federation,Europe,,,,59300.0
4839,1990,Hydrological,Landslide,,SUN,Soviet Union,Russian Federation,Europe,,,,
4840,1990,Hydrological,Flood,,SUN,Soviet Union,Russian Federation,Europe,,,,
4841,1990,Meteorological,Storm,Daria,SWE,Sweden,Northern Europe,Europe,,,,5000.0
4842,1990,Meteorological,Storm,Vivian,SWE,Sweden,Northern Europe,Europe,,,,5000.0
4843,1990,Climatological,Drought,,SWZ,Swaziland,Southern Africa,Africa,,,,1739.0
4844,1990,Meteorological,Storm,Arthur,TCA,Turks and Caicos Islands,Caribbean,Americas,,,,
4845,1990,Meteorological,Storm,Ira,THA,Thailand,South-Eastern Asia,Asia,,,,50000.0
4846,1990,Hydrological,Flood,,TJK,Tajikistan,Central Asia,Asia,,,,
4847,1990,Meteorological,Storm,Ofa,TKL,Tokelau,Polynesia,Oceania,,,,2400.0
4848,1990,Meteorological,Storm,Ofa,TON,Tonga,Polynesia,Oceania,,,,2500.0
4849,1990,Meteorological,Storm,Arthur,TTO,Trinidad and Tobago,Caribbean,Americas,,,,
4850,1990,Hydrological,Flood,,TUN,Tunisia,Northern Africa,Africa,,,,242800.0
4851,1990,Hydrological,Flood,,TUR,Turkey,Western Asia,Asia,,,,150000.0
4852,1990,Hydrological,Flood,,TUR,Turkey,Western Asia,Asia,,,,
4853,1990,Meteorological,Storm,Ofa,TUV,Tuvalu,Polynesia,Oceania,,,,
4854,1990,Meteorological,Storm,,TWN,Taiwan,Eastern Asia,Asia,,,,
4855,1990,Meteorological,Storm,Dot,TWN,Taiwan,Eastern Asia,Asia,,,,
4856,1990,Hydrological,Flood,,TZA,Tanzania,Eastern Africa,Africa,,,,280.0
4857,1990,Biological,Epidemic,Cholera,TZA,Tanzania,Eastern Africa,Africa,,,,
4858,1990,Climatological,Drought,,TZA,Tanzania,Eastern Africa,Africa,,,,
4859,1990,Hydrological,Flood,,TZA,Tanzania,Eastern Africa,Africa,,,,
4860,1990,Geophysical,Earthquake,,UGA,Uganda,Eastern Africa,Africa,,,,
4861,1990,Geophysical,Earthquake,,UGA,Uganda,Eastern Africa,Africa,5.345 N,31.908 E,,
4862,1990,Biological,Epidemic,Meningococcal disease,UGA,Uganda,Eastern Africa,Africa,,,,
4863,1990,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4864,1990,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4865,1990,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4866,1990,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4867,1990,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,35000.0
4868,1990,Geophysical,Earthquake,,USA,United States of America,Northern America,Americas,34.140 N,117.70 W,,12700.0
4869,1990,Geophysical,Earthquake,,USA,United States of America,Northern America,Americas,37.885 N,121.983 W,,
4870,1990,Hydrological,Flood,,USA,United States of America,Northern America,Americas,,,,
4871,1990,Hydrological,Flood,,USA,United States of America,Northern America,Americas,,,,
4872,1990,Meteorological,Extreme temperature ,,USA,United States of America,Northern America,Americas,,,,40000.0
4873,1990,Meteorological,Extreme temperature ,,USA,United States of America,Northern America,Americas,,,,
4874,1990,Biological,Epidemic,Encaphalitis,USA,United States of America,Northern America,Americas,,,,
4875,1990,Hydrological,Flood,,USA,United States of America,Northern America,Americas,,,,
4876,1990,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4877,1990,Biological,Epidemic,Dengue fever,VEN,Venezuela,South America,Americas,,,,
4878,1990,Hydrological,Flood,,VNM,Vietnam,South-Eastern Asia,Asia,,,,725.0
4879,1990,Meteorological,Storm,Becky,VNM,Vietnam,South-Eastern Asia,Asia,,,,
4880,1990,Meteorological,Storm,,VNM,Vietnam,South-Eastern Asia,Asia,,,,
4881,1990,Meteorological,Storm,,VNM,Vietnam,South-Eastern Asia,Asia,,,,
4882,1990,Biological,Epidemic,,VNM,Vietnam,South-Eastern Asia,Asia,,,,
4883,1990,Geophysical,Earthquake,,VUT,Vanuatu,Melanesia,Oceania,15.465 S,166.385 E,,
4884,1990,Geophysical,Earthquake,,VUT,Vanuatu,Melanesia,Oceania,18.318 S,168.063 E,,
4885,1990,Geophysical,Earthquake,,VUT,Vanuatu,Melanesia,Oceania,15.319 S,167.396 E,,
4886,1990,Meteorological,Storm,Ofa,WSM,Samoa,Polynesia,Oceania,,,,200000.0
4887,1990,Hydrological,Flood,,YUG,Yugoslavia,Southern Europe,Europe,,,,766100.0
4888,1990,Climatological,Drought,,YUG,Yugoslavia,Southern Europe,Europe,,,,1000000.0
4889,1990,Meteorological,Storm,,ZAF,South Africa,Southern Africa,Africa,,,,393000.0
4890,1990,Geophysical,Earthquake,,ZAF,South Africa,Southern Africa,Africa,26.390 S,27.349 E,,
4891,1990,Climatological,Drought,,ZAF,South Africa,Southern Africa,Africa,,,,1000000.0
4892,1990,Hydrological,Flood,,COD,Democratic Republic of Congo,Middle Africa,Africa,,,,
4893,1990,Biological,Epidemic,Yellow fever,ZMB,Zambia,Eastern Africa,Africa,,,,
4894,1990,Climatological,Drought,,ZMB,Zambia,Eastern Africa,Africa,,,,
4895,1991,Geophysical,Earthquake,,SUN,Soviet Union,Russian Federation,Europe,42.15,42.44,,1700000.0
4896,1991,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4897,1991,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4898,1991,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4899,1991,Meteorological,Storm,,SUN,Soviet Union,Russian Federation,Europe,,,,24000.0
4900,1991,Geophysical,Earthquake,,SUN,Soviet Union,Russian Federation,Europe,35.883,70.423,,
4901,1991,Hydrological,Flood,,VNM,Vietnam,South-Eastern Asia,Asia,,,,3200.0
4902,1991,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,1000000.0
4903,1991,Biological,Epidemic,,RWA,Rwanda,Eastern Africa,Africa,,,,
4904,1991,Biological,Epidemic,,SDN,Sudan,Northern Africa,Africa,,,,
4905,1991,Climatological,Drought,,SDN,Sudan,Northern Africa,Africa,,,,
4906,1991,Biological,Epidemic,Cholera,SLV,El Salvador,Central America,Americas,,,,
4907,1991,Geophysical,Earthquake,,SUN,Soviet Union,Russian Federation,Europe,60.7,167.2,,
4908,1991,Geophysical,Earthquake,,SUN,Soviet Union,Russian Federation,Europe,37.457,68.273,,
4909,1991,Geophysical,Mass movement (dry),,SUN,Soviet Union,Russian Federation,Europe,,,,
4910,1991,Hydrological,Flood,,SUN,Soviet Union,Russian Federation,Europe,,,,22000.0
4911,1991,Hydrological,Flood,,SUN,Soviet Union,Russian Federation,Europe,,,,2000000.0
4912,1991,Hydrological,Flood,,TCD,Chad,Middle Africa,Africa,,,,
4913,1991,Biological,Epidemic,Cholera,TCD,Chad,Middle Africa,Africa,,,,
4914,1991,Hydrological,Flood,,THA,Thailand,South-Eastern Asia,Asia,,,,
4915,1991,Meteorological,Storm,,THA,Thailand,South-Eastern Asia,Asia,,,,8323.0
4916,1991,Climatological,Drought,,THA,Thailand,South-Eastern Asia,Asia,,,,
4917,1991,Hydrological,Flood,,THA,Thailand,South-Eastern Asia,Asia,,,,1478.0
4918,1991,Hydrological,Flood,,TUR,Turkey,Western Asia,Asia,,,,25000.0
4919,1991,Meteorological,Storm,,TUR,Turkey,Western Asia,Asia,,,,
4920,1991,Meteorological,Storm,Fred,TWN,Taiwan,Eastern Asia,Asia,,,,
4921,1991,Biological,Epidemic,Cholera,TZA,Tanzania,Eastern Africa,Africa,,,,
4922,1991,Biological,Epidemic,,TZA,Tanzania,Eastern Africa,Africa,,,,
4923,1991,Biological,Epidemic,,UGA,Uganda,Eastern Africa,Africa,,,,
4924,1991,Hydrological,Flood,,URY,Uruguay,South America,Americas,,,,
4925,1991,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4926,1991,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4927,1991,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4928,1991,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4929,1991,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4930,1991,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4931,1991,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4932,1991,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4933,1991,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,30000.0
4934,1991,Geophysical,Earthquake,,USA,United States of America,Northern America,Americas,34.10 N,118.09 W,,33500.0
4935,1991,Hydrological,Flood,,USA,United States of America,Northern America,Americas,,,,
4936,1991,Hydrological,Flood,,USA,United States of America,Northern America,Americas,,,,
4937,1991,Hydrological,Flood,,USA,United States of America,Northern America,Americas,,,,
4938,1991,Hydrological,Flood,,USA,United States of America,Northern America,Americas,,,,
4939,1991,Hydrological,Flood,,USA,United States of America,Northern America,Americas,,,,
4940,1991,Hydrological,Flood,,USA,United States of America,Northern America,Americas,,,,
4941,1991,Hydrological,Flood,,USA,United States of America,Northern America,Americas,,,,
4942,1991,Hydrological,Flood,,USA,United States of America,Northern America,Americas,,,,
4943,1991,Hydrological,Flood,,USA,United States of America,Northern America,Americas,,,,
4944,1991,Hydrological,Flood,,USA,United States of America,Northern America,Americas,,,,
4945,1991,Hydrological,Flood,,USA,United States of America,Northern America,Americas,,,,
4946,1991,Hydrological,Flood,,USA,United States of America,Northern America,Americas,,,,
4947,1991,Meteorological,Storm,Bob,USA,United States of America,Northern America,Americas,,,,1500000.0
4948,1991,Meteorological,Storm,Bob,USA,United States of America,Northern America,Americas,,,,
4949,1991,Meteorological,Storm,Grace,USA,United States of America,Northern America,Americas,,,,
4950,1991,Climatological,Wildfire,,USA,United States of America,Northern America,Americas,,,,
4951,1991,Climatological,Wildfire,,USA,United States of America,Northern America,Americas,,,,2500000.0
4952,1991,Climatological,Drought,,USA,United States of America,Northern America,Americas,,,,1000000.0
4953,1991,Climatological,Drought,,USA,United States of America,Northern America,Americas,,,,335000.0
4954,1991,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,30000.0
4955,1991,Hydrological,Flood,,USA,United States of America,Northern America,Americas,,,,
4956,1991,Hydrological,Flood,,USA,United States of America,Northern America,Americas,,,,850000.0
4957,1991,Biological,Epidemic,Cholera,VEN,Venezuela,South America,Americas,,,,
4958,1991,Hydrological,Flood,,VNM,Vietnam,South-Eastern Asia,Asia,,,,5000.0
4959,1991,Hydrological,Flood,,VNM,Vietnam,South-Eastern Asia,Asia,,,,38500.0
4960,1991,Meteorological,Storm,Fred,VNM,Vietnam,South-Eastern Asia,Asia,,,,9500.0
4961,1991,Meteorological,Storm,Zeke,VNM,Vietnam,South-Eastern Asia,Asia,,,,
4962,1991,Meteorological,Storm,,VNM,Vietnam,South-Eastern Asia,Asia,,,,1000.0
4963,1991,Meteorological,Storm,,VNM,Vietnam,South-Eastern Asia,Asia,,,,
4964,1991,Meteorological,Storm,Val & Wasa,WSM,Samoa,Polynesia,Oceania,,,,278000.0
4965,1991,Geophysical,Earthquake,,YEM,Yemen,Western Asia,Asia,13.887 N,44.068 E,3:40,
4966,1991,Hydrological,Flood,,YEM,Yemen,Western Asia,Asia,,,,
4967,1991,Climatological,Wildfire,,ZAF,South Africa,Southern Africa,Africa,,,,
4968,1991,Biological,Epidemic,,COD,Democratic Republic of Congo,Middle Africa,Africa,,,,
4969,1991,Biological,Epidemic,Cholera,ZMB,Zambia,Eastern Africa,Africa,,,,
4970,1992,Meteorological,Storm,Iniki,USA,United States of America,Northern America,Americas,,,,5000000.0
4971,1992,Geophysical,Earthquake,,TUR,Turkey,Western Asia,Asia,39.710 N,39.605 E,20:19,750000.0
4972,1992,Geophysical,Earthquake,,UZB,Uzbekistan,Central Asia,Asia,41.019 N,72.429 E,,
4973,1992,Hydrological,Landslide,,VNM,Vietnam,South-Eastern Asia,Asia,,,,
4974,1992,Climatological,Wildfire,,RUS,Russia,Eastern Europe,Europe,,,,
4975,1992,Meteorological,Storm,,SLB,Solomon Islands,Melanesia,Oceania,,,,
4976,1992,Hydrological,Flood,,SLV,El Salvador,Central America,Americas,,,,
4977,1992,Biological,Epidemic,Cholera,SLV,El Salvador,Central America,Americas,,,,
4978,1992,Hydrological,Flood,,SCG,Serbia,Southern Europe,Europe,,,,
4979,1992,Biological,Epidemic,Cholera,SWZ,Swaziland,Southern Africa,Africa,,,,
4980,1992,Meteorological,Storm,Angela,THA,Thailand,South-Eastern Asia,Asia,,,,
4981,1992,Meteorological,Storm,Colleen,THA,Thailand,South-Eastern Asia,Asia,,,,
4982,1992,Meteorological,Storm,,THA,Thailand,South-Eastern Asia,Asia,,,,
4983,1992,Meteorological,Storm,Forrest,THA,Thailand,South-Eastern Asia,Asia,,,,
4984,1992,Geophysical,Mass movement (dry),,TJK,Tajikistan,Central Asia,Asia,,,,
4985,1992,Hydrological,Landslide,,TJK,Tajikistan,Central Asia,Asia,,,,24100.0
4986,1992,Hydrological,Flood,,TJK,Tajikistan,Central Asia,Asia,,,,300000.0
4987,1992,Geophysical,Mass movement (dry),,TUR,Turkey,Western Asia,Asia,,,,
4988,1992,Meteorological,Storm,Polly,TWN,Taiwan,Eastern Asia,Asia,,,,35000.0
4989,1992,Biological,Epidemic,,UGA,Uganda,Eastern Africa,Africa,,,,
4990,1992,Meteorological,Storm,,UKR,Ukraine,Eastern Europe,Europe,,,,1600.0
4991,1992,Hydrological,Flood,,URY,Uruguay,South America,Americas,,,,
4992,1992,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4993,1992,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4994,1992,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4995,1992,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4996,1992,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4997,1992,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4998,1992,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
4999,1992,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
5000,1992,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
5001,1992,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
5002,1992,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
5003,1992,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
5004,1992,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
5005,1992,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
5006,1992,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
5007,1992,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
5008,1992,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
5009,1992,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
5010,1992,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
5011,1992,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
5012,1992,Geophysical,Earthquake,,USA,United States of America,Northern America,Americas,40.415 N,124.603 W,,75000.0
5013,1992,Geophysical,Earthquake,,USA,United States of America,Northern America,Americas,34.00 N ,118.15 W,,100000.0
5014,1992,Geophysical,Earthquake,,USA,United States of America,Northern America,Americas,33.961,-116.32,21:50,100000.0
5015,1992,Meteorological,Storm,Andrew,USA,United States of America,Northern America,Americas,,,,26500000.0
5016,1992,Meteorological,Storm,Axel,USA,United States of America,Northern America,Americas,,,,
5017,1992,Climatological,Wildfire,,USA,United States of America,Northern America,Americas,,,,85000.0
5018,1992,Climatological,Wildfire,,USA,United States of America,Northern America,Americas,,,,90000.0
5019,1992,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
5020,1992,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
5021,1992,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,
5022,1992,Meteorological,Storm,,USA,United States of America,Northern America,Americas,,,,3000000.0
5023,1992,Geophysical,Mass movement (dry),,UZB,Uzbekistan,Central Asia,Asia,,,,
5024,1992,Hydrological,Flood,,VCT,Saint Vincent and the Grenadines,Caribbean,Americas,,,,
5025,1992,Biological,Epidemic,Cholera,VEN,Venezuela,South America,Americas,,,,
5026,1992,Hydrological,Flood,,VNM,Vietnam,South-Eastern Asia,Asia,,,,
